Unnamed: 0,cell_class,neuron_class,domain,Region,ground_truth,x,y
2031x791,Excitatory,E-14,PVT,PVT,PVT,2030.836502,791.2699466
2069x876,Excitatory,E-9,PVT,PVT,PVT,2068.503448,875.8434654
2069x838,Astrocyte,,PVT,PVT,PVT,2068.919953,838.1730289
2080x871,Excitatory,E-14,PVT,PVT,PVT,2079.516578,870.6713829
2098x762,OD Immature 1,,PVT,PVT,PVT,2097.546841,761.8946068
2152x866,Excitatory,E-9,PVT,PVT,PVT,2152.420403,865.8898341
2158x898,Excitatory,E-14,PVT,PVT,PVT,2157.709889,898.3279011
2165x878,Excitatory,E-14,PVT,PVT,PVT,2164.96719,878.2145027
2170x817,Astrocyte,,PVT,PVT,PVT,2169.895967,817.4034598
2174x750,Excitatory,E-14,PVT,PVT,PVT,2173.726239,750.30726
2176x916,Astrocyte,,PVT,PVT,PVT,2175.619984,916.0958572
2179x851,Excitatory,E-14,PVT,PVT,PVT,2178.997508,850.9123752
2188x882,Endothelial 3,,PVT,PVT,PVT,2188.436895,881.5333752
2195x810,Excitatory,E-9,PVT,PVT,PVT,2195.146197,810.1722589
2196x753,Astrocyte,,PVT,PVT,PVT,2196.361742,753.165118
2201x840,Astrocyte,,PVT,PVT,PVT,2201.272424,840.4469045
2202x775,Excitatory,E-14,PVT,PVT,PVT,2201.623242,774.81776
2204x825,Excitatory,E-14,PVT,PVT,PVT,2203.742225,825.0688595
2209x766,Excitatory,E-14,PVT,PVT,PVT,2209.42399,765.8753234
2218x877,Excitatory,E-14,PVT,PVT,PVT,2217.526643,876.6685719
2226x878,OD Immature 1,,PVT,PVT,PVT,2226.206654,878.0599105
2231x769,Astrocyte,,PVT,PVT,PVT,2230.704794,769.1187122
2233x751,OD Immature 1,,PVT,PVT,PVT,2233.102658,750.638319
2234x835,Excitatory,E-14,PVT,PVT,PVT,2233.895619,834.8075
2240x843,Astrocyte,,PVT,PVT,PVT,2239.752673,842.6301712
2250x756,Excitatory,E-9,PVT,PVT,PVT,2250.267176,755.5355347
2251x905,Pericytes,,PVT,PVT,PVT,2251.053804,905.1650438
2263x748,Excitatory,E-2,PVT,PVT,PVT,2262.784535,748.1459591
2265x802,Endothelial 1,,PVT,PVT,PVT,2265.078283,801.5416374
2265x814,Endothelial 1,,PVT,PVT,PVT,2264.678192,813.646855
2273x872,Excitatory,E-14,PVT,PVT,PVT,2273.453082,871.8875648
2276x781,Astrocyte,,PVT,PVT,PVT,2275.916073,780.9015164
2278x741,Excitatory,E-14,PVT,PVT,PVT,2278.46194,740.6443366
2282x875,Excitatory,E-14,PVT,PVT,PVT,2281.955425,874.8436502
2288x812,Astrocyte,,PVT,PVT,PVT,2287.525958,812.3481513
2294x849,Endothelial 3,,PVT,PVT,PVT,2293.800858,848.9838775
2323x757,Excitatory,E-14,PVT,PVT,PVT,2323.114637,757.3900569
2326x819,Excitatory,E-14,PVT,PVT,PVT,2325.508159,818.915717
2184x779,Excitatory,E-14,PVT,PVT,PVT,2183.691301,778.6707619
2191x907,Endothelial 1,,PVT,PVT,PVT,2190.511016,906.8335087
2199x890,Microglia,,PVT,PVT,PVT,2198.794968,890.0975245
2217x788,Endothelial 3,,PVT,PVT,PVT,2216.601146,787.5255648
2254x810,Endothelial 2,,PVT,PVT,PVT,2254.487029,810.3488334
2267x885,Astrocyte,,PVT,PVT,PVT,2267.34613,884.908634
2292x912,OD Mature 2,,PVT,PVT,PVT,2291.641667,911.5472385
2304x778,Endothelial 1,,PVT,PVT,PVT,2303.559484,778.3582426
2311x858,Pericytes,,PVT,PVT,PVT,2310.71143,857.8893076
2314x866,Pericytes,,PVT,PVT,PVT,2314.184136,865.6486371
2204x848,Endothelial 1,,PVT,PVT,PVT,2203.725117,848.3381299
2232x737,Excitatory,E-14,PVT,PVT,PVT,2232.378698,736.677886
2243x800,Astrocyte,,PVT,PVT,PVT,2242.973498,800.4008717
2290x917,Astrocyte,,PVT,PVT,PVT,2289.728251,916.9328934
2292x844,Inhibitory,I-1,PVT,PVT,PVT,2291.837612,844.3823218
2298x744,Inhibitory,I-1,PVT,PVT,PVT,2297.716254,744.3164241
2158x855,Astrocyte,,PVT,PVT,PVT,2158.44073,854.5338225
2160x833,Excitatory,E-14,PVT,PVT,PVT,2160.481119,832.8386903
2166x848,Excitatory,E-14,PVT,PVT,PVT,2166.031093,847.6400486
2185x791,Excitatory,E-9,PVT,PVT,PVT,2185.178864,791.3439169
2200x863,Astrocyte,,PVT,PVT,PVT,2199.892064,862.7351878
2247x736,Excitatory,E-9,PVT,PVT,PVT,2246.710235,735.6987277
2245x899,Astrocyte,,PVT,PVT,PVT,2245.305928,899.278105
2264x831,Excitatory,E-14,PVT,PVT,PVT,2264.310733,831.2062805
2304x886,Excitatory,E-14,PVT,PVT,PVT,2303.850052,886.2870061
2304x916,Excitatory,E-9,PVT,PVT,PVT,2304.377062,916.1225586
2319x870,Endothelial 2,,PVT,PVT,PVT,2318.916922,869.639921
2326x766,Endothelial 3,,PVT,PVT,PVT,2326.007411,765.7562255
2152x654,Excitatory,E-14,PVT,PVT,PVT,2152.023409,654.4520877
2154x585,Astrocyte,,PVT,PVT,PVT,2154.371083,584.8936952
2174x537,Inhibitory,I-25,PVH,PVH,PVH,2174.454989,536.5160319
2175x693,Excitatory,E-14,PVT,PVT,PVT,2175.488867,693.0570427
2181x585,Inhibitory,I-8,PVT,PVT,PVT,2180.804587,584.644742
2187x653,Excitatory,E-14,PVT,PVT,PVT,2187.053711,653.2098505
2194x707,Excitatory,E-14,PVT,PVT,PVT,2193.626092,707.4345861
2198x627,Excitatory,E-14,PVT,PVT,PVT,2197.685476,627.1382601
2198x656,Inhibitory,I-1,PVT,PVT,PVT,2198.13057,655.8993131
2199x612,Endothelial 1,,PVT,PVT,PVT,2199.094218,611.9282185
2203x681,Excitatory,E-14,PVT,PVT,PVT,2202.628383,681.0776836
2209x573,Excitatory,E-14,PVT,PVT,PVT,2209.222078,573.1041319
2212x715,Astrocyte,,PVT,PVT,PVT,2211.524992,715.4419647
2217x664,Astrocyte,,PVT,PVT,PVT,2217.444254,664.4420524
2219x560,Astrocyte,,PVH,PVH,PVH,2219.392802,559.5936248
2221x538,Excitatory,E-18,PVH,PVH,PVH,2220.751027,538.3073633
2224x680,Excitatory,E-14,PVT,PVT,PVT,2224.388122,679.7294205
2227x660,Astrocyte,,PVT,PVT,PVT,2226.830009,659.870268
2230x606,Excitatory,E-16,PVT,PVT,PVT,2230.468841,605.5299353
2232x712,Excitatory,E-14,PVT,PVT,PVT,2231.865236,711.8705769
2241x685,Excitatory,E-14,PVT,PVT,PVT,2241.268604,685.0300531
2242x623,Excitatory,E-14,PVT,PVT,PVT,2241.73764,622.5134168
2240x540,Inhibitory,I-8,PVH,PVH,PVH,2240.390856,540.2238274
2244x664,Excitatory,E-14,PVT,PVT,PVT,2243.927297,663.9734165
2245x677,Astrocyte,,PVT,PVT,PVT,2244.583903,676.590842
2245x576,Inhibitory,I-2,PVH,PVH,PVH,2245.276563,576.3231501
2246x608,Endothelial 1,,PVT,PVT,PVT,2245.817552,607.7006315
2246x706,Excitatory,E-14,PVT,PVT,PVT,2246.028373,706.2653344
2253x712,Astrocyte,,PVT,PVT,PVT,2252.838966,712.304563
2254x558,Inhibitory,I-2,PVH,PVH,PVH,2254.280631,557.9195628
2256x599,Excitatory,E-16,PVT,PVT,PVT,2256.242298,599.3224089
2267x627,Astrocyte,,PVT,PVT,PVT,2267.027251,627.4507553
2284x702,Excitatory,E-14,PVT,PVT,PVT,2284.464617,702.2775865
2287x627,Excitatory,E-14,PVT,PVT,PVT,2286.641439,626.7730614
2308x564,Astrocyte,,PVH,PVH,PVH,2307.576638,563.5010215
2317x563,Excitatory,E-14,PVH,PVH,PVH,2317.474032,563.3516926
2323x608,Astrocyte,,PVH,PVH,PVH,2323.372171,608.1023768
2330x543,Astrocyte,,PVH,PVH,PVH,2329.99211,542.5355871
2330x607,Astrocyte,,PVH,PVH,PVH,2330.087652,607.4228702
2332x598,Inhibitory,I-1,PVH,PVH,PVH,2331.525606,598.1992838
2154x539,OD Immature 1,,PVH,PVH,PVH,2154.431722,538.5173212
2172x656,Astrocyte,,PVT,PVT,PVT,2171.540498,656.1693815
2179x717,Astrocyte,,PVT,PVT,PVT,2178.677738,716.782158
2189x548,Inhibitory,I-13,PVH,PVH,PVH,2188.94608,547.5991282
2311x609,Inhibitory,I-1,PVH,PVH,PVH,2310.710734,609.233127
2169x618,Astrocyte,,PVT,PVT,PVT,2168.738001,618.4989886
2177x676,Inhibitory,I-1,PVT,PVT,PVT,2176.693761,676.3284774
2198x634,Excitatory,E-14,PVT,PVT,PVT,2198.312243,633.6833314
2221x695,Excitatory,E-14,PVT,PVT,PVT,2221.248689,695.2851593
2308x657,Inhibitory,I-21,PVT,PVT,PVT,2307.885043,656.7068122
2308x601,Astrocyte,,PVH,PVH,PVH,2307.889922,600.5143801
2316x664,Astrocyte,,PVT,PVT,PVT,2315.977959,663.5144505
2205x581,Inhibitory,I-8,PVT,PVT,PVT,2204.874547,580.7956101
2272x646,Inhibitory,I-1,PVT,PVT,PVT,2271.630189,646.2030418
2313x679,Excitatory,E-14,PVT,PVT,PVT,2312.688777,678.7492772
2153x719,Excitatory,E-9,PVT,PVT,PVT,2153.409277,719.4751511
2155x674,Excitatory,E-14,PVT,PVT,PVT,2155.386041,673.5690718
2186x712,Excitatory,E-14,PVT,PVT,PVT,2186.435706,711.8215098
2187x617,Microglia,,PVT,PVT,PVT,2187.194126,617.4822572
2188x587,Astrocyte,,PVT,PVT,PVT,2187.555901,586.8752928
2224x640,Excitatory,E-14,PVT,PVT,PVT,2224.301498,639.5440388
2231x625,Excitatory,E-14,PVT,PVT,PVT,2230.527426,624.9383679
2236x648,Excitatory,E-14,PVT,PVT,PVT,2235.593993,648.3347105
2247x623,Excitatory,E-19,PVT,PVT,PVT,2247.314421,622.7634984
2248x655,Excitatory,E-14,PVT,PVT,PVT,2248.280244,654.7827973
2262x700,Excitatory,E-14,PVT,PVT,PVT,2261.678463,699.8501412
2267x572,Inhibitory,I-1,PVH,PVH,PVH,2266.941082,571.5284017
2278x587,Inhibitory,I-1,PVH,PVH,PVH,2277.76462,587.4065761
2304x694,Excitatory,E-14,PVT,PVT,PVT,2303.977711,693.6090783
2308x720,Excitatory,E-14,PVT,PVT,PVT,2307.750843,719.5201576
2313x697,OD Immature 1,,PVT,PVT,PVT,2312.501554,696.6411307
2327x668,Excitatory,E-14,PVT,PVT,PVT,2327.244186,668.0490862
2331x580,Inhibitory,I-1,PVH,PVH,PVH,2330.685432,579.5255824
2155x364,Excitatory,E-23,PVH,PVH,PVH,2154.513122,364.3400904
2170x390,Inhibitory,I-16,PVH,PVH,PVH,2169.621833,389.9068481
2175x444,Astrocyte,,PVH,PVH,PVH,2175.13886,444.2964182
2184x394,Excitatory,E-23,PVH,PVH,PVH,2184.179525,393.8545028
2192x444,Inhibitory,I-16,PVH,PVH,PVH,2191.926906,443.7187107
2192x519,OD Immature 1,,PVH,PVH,PVH,2191.799513,518.9186866
2195x433,Excitatory,E-23,PVH,PVH,PVH,2195.073333,433.0326351
2195x493,Astrocyte,,PVH,PVH,PVH,2194.677034,493.2995589
2206x376,Excitatory,E-23,PVH,PVH,PVH,2205.586965,376.0678279
2209x436,Astrocyte,,PVH,PVH,PVH,2208.912052,435.5473066
2213x398,Excitatory,E-16,PVH,PVH,PVH,2212.967727,398.1404164
2218x428,OD Mature 2,,PVH,PVH,PVH,2217.514564,427.880984
2218x412,Inhibitory,I-4,PVH,PVH,PVH,2218.466621,411.7856718
2225x380,Inhibitory,I-16,PVH,PVH,PVH,2224.645958,380.4299641
2222x491,Endothelial 1,,PVH,PVH,PVH,2222.263898,490.7649123
2228x418,Inhibitory,I-16,PVH,PVH,PVH,2227.902599,417.9912476
2231x457,OD Immature 1,,PVH,PVH,PVH,2230.963918,456.7665725
2234x393,Inhibitory,I-16,PVH,PVH,PVH,2233.617874,393.3314169
2238x364,Astrocyte,,PVH,PVH,PVH,2238.148311,363.7731687
2243x372,Inhibitory,I-3,PVH,PVH,PVH,2242.750118,371.7286609
2244x491,Excitatory,E-19,PVH,PVH,PVH,2244.417082,491.1263837
2248x467,Inhibitory,I-16,PVH,PVH,PVH,2247.803378,466.8322836
2247x506,Astrocyte,,PVH,PVH,PVH,2246.89051,506.3534989
2250x483,Excitatory,E-6,PVH,PVH,PVH,2249.835176,483.4682981
2258x502,Inhibitory,I-16,PVH,PVH,PVH,2257.525883,502.350025
2257x461,Excitatory,E-6,PVH,PVH,PVH,2256.784281,460.8530567
2265x429,Astrocyte,,PVH,PVH,PVH,2264.784806,428.9331815
2265x519,Astrocyte,,PVH,PVH,PVH,2264.998035,518.8590011
2267x356,Inhibitory,I-16,PVH,PVH,PVH,2267.145352,356.3922001
2277x449,OD Immature 1,,PVH,PVH,PVH,2277.194086,449.1622387
2281x469,Inhibitory,I-8,PVH,PVH,PVH,2280.505819,469.0611218
2285x492,Astrocyte,,PVH,PVH,PVH,2285.385964,492.080964
2295x347,Excitatory,E-6,PVH,PVH,PVH,2294.537148,347.4829854
2294x458,Inhibitory,I-25,PVH,PVH,PVH,2293.993394,458.1730717
2300x350,Excitatory,E-11,PVH,PVH,PVH,2299.675253,350.2476568
2306x478,Astrocyte,,PVH,PVH,PVH,2306.098388,477.8434158
2307x353,Inhibitory,I-25,PVH,PVH,PVH,2306.700642,352.9450182
2313x382,Inhibitory,I-4,PVH,PVH,PVH,2312.523968,382.0808449
2319x374,Inhibitory,I-7,PVH,PVH,PVH,2319.314294,373.5324037
2323x441,Endothelial 3,,PVH,PVH,PVH,2322.845963,441.0794765
2330x369,Excitatory,E-24,PVH,PVH,PVH,2330.141735,368.5008837
2332x454,Excitatory,E-19,PVH,PVH,PVH,2332.26167,453.986146
2334x491,Excitatory,E-14,PVH,PVH,PVH,2333.672251,491.1483215
2337x479,Inhibitory,I-2,PVH,PVH,PVH,2336.596881,478.8821411
2163x370,Excitatory,E-23,PVH,PVH,PVH,2162.710148,370.1658668
2164x513,Excitatory,E-23,PVH,PVH,PVH,2164.450894,512.8588234
2214x348,Endothelial 1,,PVH,PVH,PVH,2214.268953,347.8411744
2235x467,Excitatory,E-16,PVH,PVH,PVH,2234.883594,466.708848
2246x411,Inhibitory,I-16,PVH,PVH,PVH,2246.32232,410.5334026
2266x420,Excitatory,E-16,PVH,PVH,PVH,2265.998256,420.4370282
2265x349,Inhibitory,I-16,PVH,PVH,PVH,2264.973242,349.2416486
2316x359,Excitatory,E-16,PVH,PVH,PVH,2316.348059,358.7145518
2317x498,Inhibitory,I-10,PVH,PVH,PVH,2317.29423,497.7509681
2334x384,Astrocyte,,PVH,PVH,PVH,2334.253285,384.2488637
2172x505,Excitatory,E-23,PVH,PVH,PVH,2171.803261,505.179117
2185x371,Endothelial 3,,PVH,PVH,PVH,2184.701603,370.6246655
2191x479,Excitatory,E-16,PVH,PVH,PVH,2190.529954,478.7270096
2201x464,Inhibitory,I-15,PVH,PVH,PVH,2200.849785,463.5875769
2267x473,OD Mature 2,,PVH,PVH,PVH,2266.539562,472.8324729
2298x376,Inhibitory,I-10,PVH,PVH,PVH,2297.582258,375.8870192
2237x419,Inhibitory,I-16,PVH,PVH,PVH,2236.929584,419.0283948
2332x518,Astrocyte,,PVH,PVH,PVH,2332.355204,517.9535163
2199x339,Inhibitory,I-3,PVH,PVH,PVH,2198.598148,339.3626858
2209x362,Inhibitory,I-1,PVH,PVH,PVH,2209.115718,361.8154155
2220x482,Excitatory,E-6,PVH,PVH,PVH,2220.391569,481.5439628
2224x507,OD Immature 1,,PVH,PVH,PVH,2224.183056,506.9535051
2248x457,Inhibitory,I-14,PVH,PVH,PVH,2247.672515,457.2236338
2268x381,Inhibitory,I-3,PVH,PVH,PVH,2267.780701,381.0174449
2274x396,Inhibitory,I-1,PVH,PVH,PVH,2274.141784,395.8611563
2276x333,Inhibitory,I-10,PVH,PVH,PVH,2275.651016,332.9199707
2277x362,Excitatory,E-28,PVH,PVH,PVH,2277.114707,361.9381273
2285x436,OD Mature 2,,PVH,PVH,PVH,2285.165657,435.557379
2301x393,Excitatory,E-19,PVH,PVH,PVH,2300.721418,393.4034116
2310x344,Inhibitory,I-13,PVH,PVH,PVH,2310.05841,343.8529577
2322x340,Inhibitory,I-4,PVH,PVH,PVH,2322.406737,340.0606305
2157x223,Inhibitory,I-14,PVH,PVH,PVH,2156.770295,223.121222
2159x160,Astrocyte,,PVH,PVH,PVH,2159.465965,160.3557789
2163x290,Inhibitory,I-7,PVH,PVH,PVH,2163.468761,290.1551232
2166x264,Endothelial 1,,PVH,PVH,PVH,2165.767639,264.0862345
2170x268,Endothelial 1,,PVH,PVH,PVH,2170.293884,267.565422
2171x311,Excitatory,E-6,PVH,PVH,PVH,2171.277441,311.4296381
2178x134,Excitatory,E-19,PVH,PVH,PVH,2177.803232,134.1753141
2181x163,Astrocyte,,PVH,PVH,PVH,2180.874513,163.2960659
2185x286,Astrocyte,,PVH,PVH,PVH,2185.427997,285.7521935
2186x312,Astrocyte,,PVH,PVH,PVH,2185.577154,311.7825162
2187x135,Inhibitory,I-8,PVH,PVH,PVH,2186.88977,134.8450121
2200x296,Inhibitory,I-1,PVH,PVH,PVH,2200.195342,295.8438595
2222x238,OD Immature 1,,PVH,PVH,PVH,2221.765289,238.3683263
2224x172,Astrocyte,,PVH,PVH,PVH,2224.264077,171.6131741
2231x297,Inhibitory,I-1,PVH,PVH,PVH,2230.943564,297.3215845
2241x235,Astrocyte,,PVH,PVH,PVH,2240.614175,234.9427465
2242x316,Excitatory,E-19,PVH,PVH,PVH,2242.000766,316.2440567
2256x169,Endothelial 3,,PVH,PVH,PVH,2255.694127,169.3407722
2258x266,Excitatory,E-18,PVH,PVH,PVH,2257.921665,266.4232583
2268x150,Endothelial 1,,PVH,PVH,PVH,2268.291253,150.32825
2271x190,Excitatory,E-28,PVH,PVH,PVH,2271.45402,190.1214344
2282x134,Excitatory,E-16,BST,BST,BST,2282.368016,134.2844154
2284x272,Inhibitory,I-1,PVH,PVH,PVH,2284.210955,271.6656387
2288x241,Astrocyte,,PVH,PVH,PVH,2287.925768,241.1893561
2291x276,Astrocyte,,PVH,PVH,PVH,2290.88286,276.0460189
2291x284,Astrocyte,,PVH,PVH,PVH,2291.172647,283.8272326
2293x223,Excitatory,E-6,PVH,PVH,PVH,2293.043462,222.9107524
2304x188,Inhibitory,I-13,PVH,PVH,PVH,2304.178347,187.5878616
2302x152,Inhibitory,I-14,BST,BST,BST,2301.673629,152.0780428
2315x254,Excitatory,E-18,PVH,PVH,PVH,2315.012499,254.0396574
2315x143,Astrocyte,,BST,BST,BST,2314.93508,143.3003288
2318x263,Inhibitory,I-13,PVH,PVH,PVH,2317.791529,262.7832696
2318x205,Endothelial 3,,PVH,PVH,PVH,2318.38843,204.945396
2318x308,Inhibitory,I-13,PVH,PVH,PVH,2318.426378,307.629516
2319x161,OD Immature 1,,BST,BST,BST,2319.428168,161.1213481
2326x286,Astrocyte,,PVH,PVH,PVH,2325.838647,285.7294058
2329x153,Inhibitory,I-13,BST,BST,BST,2329.128656,152.9928949
2331x285,Astrocyte,,PVH,PVH,PVH,2331.150381,285.0587107
2335x183,Endothelial 1,,BST,BST,BST,2335.473343,182.7836417
2338x156,Inhibitory,I-13,BST,BST,BST,2338.207349,155.9788314
2159x311,Astrocyte,,PVH,PVH,PVH,2158.640601,310.7570483
2215x280,Inhibitory,I-1,PVH,PVH,PVH,2214.720715,279.9860926
2227x248,Astrocyte,,PVH,PVH,PVH,2226.663222,248.2270197
2246x248,Inhibitory,I-9,PVH,PVH,PVH,2246.479038,247.6541935
2250x207,Inhibitory,I-11,PVH,PVH,PVH,2249.859169,206.5783892
2254x277,Astrocyte,,PVH,PVH,PVH,2253.782634,277.3535362
2304x302,Excitatory,E-28,PVH,PVH,PVH,2304.313219,301.6197561
2165x184,Astrocyte,,PVH,PVH,PVH,2164.596888,184.1602598
2203x209,Inhibitory,I-1,PVH,PVH,PVH,2202.768752,208.8186374
2226x201,Excitatory,E-16,PVH,PVH,PVH,2225.910149,200.5359896
2266x240,Endothelial 1,,PVH,PVH,PVH,2266.330302,240.4943039
2271x170,Excitatory,E-19,PVH,PVH,PVH,2270.569715,169.7500561
2334x159,Inhibitory,I-13,BST,BST,BST,2333.922194,159.3347914
2335x301,Inhibitory,I-1,PVH,PVH,PVH,2335.325171,301.0989666
2218x146,Inhibitory,I-14,PVH,PVH,PVH,2217.972549,146.3375887
2246x172,Endothelial 1,,PVH,PVH,PVH,2246.062674,171.7463589
2278x164,Inhibitory,I-25,PVH,PVH,PVH,2278.240087,164.3058344
2148x303,Astrocyte,,PVH,PVH,PVH,2148.013883,303.1775124
2195x242,Inhibitory,I-15,PVH,PVH,PVH,2195.034702,241.6906732
2238x261,Excitatory,E-6,PVH,PVH,PVH,2238.093509,260.9765779
2240x254,Inhibitory,I-14,PVH,PVH,PVH,2239.860359,254.2394927
2281x225,Inhibitory,I-1,PVH,PVH,PVH,2280.965739,225.0709651
2298x201,Excitatory,E-24,PVH,PVH,PVH,2298.161071,200.7167792
2301x291,Inhibitory,I-11,PVH,PVH,PVH,2300.90857,290.9522473
2324x267,Inhibitory,I-13,PVH,PVH,PVH,2323.772798,267.1743289
2152x-20,Inhibitory,I-16,PVH,PVH,PVH,2151.948248,-20.03564145
2157x51,Endothelial 1,,PVH,PVH,PVH,2156.955578,51.36837371
2169x35,Inhibitory,I-14,PVH,PVH,PVH,2168.741641,35.42293064
2170x-3,Inhibitory,I-16,PVH,PVH,PVH,2170.196905,-2.986188546
2174x10,Excitatory,E-19,PVH,PVH,PVH,2173.548301,9.825147004
2179x-55,Inhibitory,I-16,PVH,PVH,PVH,2178.919835,-54.89867652
2181x-47,Inhibitory,I-3,PVH,PVH,PVH,2181.418431,-46.56366349
2189x-31,Inhibitory,I-14,PVH,PVH,PVH,2188.528262,-30.52347615
2191x110,Inhibitory,I-16,PVH,PVH,PVH,2191.001448,109.7688596
2196x-53,Inhibitory,I-14,PVH,PVH,PVH,2196.271346,-52.53210874
2201x86,Inhibitory,I-16,PVH,PVH,PVH,2200.827877,85.84407955
2200x-10,Endothelial 3,,PVH,PVH,PVH,2200.336652,-10.45873399
2202x44,Inhibitory,I-16,PVH,PVH,PVH,2202.380626,43.79623781
2210x101,Excitatory,E-6,PVH,PVH,PVH,2209.859493,100.6786078
2216x103,Inhibitory,I-16,PVH,PVH,PVH,2216.250246,102.9829958
2226x-46,Inhibitory,I-2,PVH,PVH,PVH,2226.488138,-45.83555181
2229x104,Excitatory,E-19,PVH,PVH,PVH,2228.678289,104.3240689
2226x-3,Inhibitory,I-14,PVH,PVH,PVH,2226.351991,-2.979380354
2229x-34,Inhibitory,I-13,PVH,PVH,PVH,2228.593401,-33.77388711
2235x49,Inhibitory,I-8,BST,BST,BST,2234.768424,48.82332039
2239x42,Inhibitory,I-3,BST,BST,BST,2238.705202,42.46904227
2237x-34,Astrocyte,,PVH,PVH,PVH,2236.618737,-34.19397916
2239x28,Inhibitory,I-16,BST,BST,BST,2239.211538,27.58200597
2247x50,Inhibitory,I-4,BST,BST,BST,2246.541809,50.33782702
2249x69,Excitatory,E-16,BST,BST,BST,2248.915762,69.14944609
2253x12,Excitatory,E-19,BST,BST,BST,2252.691347,11.95025387
2254x-45,Inhibitory,I-16,BST,BST,BST,2254.36251,-44.5540459
2254x-57,Inhibitory,I-23,MPN,MPN,MPN,2253.796405,-57.37748888
2258x95,Inhibitory,I-2,BST,BST,BST,2258.299123,95.2188193
2264x34,Inhibitory,I-23,BST,BST,BST,2263.997422,33.89921225
2276x52,Astrocyte,,BST,BST,BST,2276.17197,52.44150144
2276x59,OD Immature 1,,BST,BST,BST,2275.767755,59.27034274
2276x-43,Excitatory,E-7,BST,BST,BST,2276.472864,-42.80161768
2281x105,Inhibitory,I-25,BST,BST,BST,2281.096281,105.2477518
2290x117,Excitatory,E-3,BST,BST,BST,2289.615548,117.0224243
2292x77,Astrocyte,,BST,BST,BST,2292.328122,77.48408494
2298x-39,Endothelial 1,,BST,BST,BST,2298.318731,-39.15135949
2306x39,Excitatory,E-4,BST,BST,BST,2305.888833,38.86381821
2311x-21,Astrocyte,,BST,BST,BST,2311.362579,-20.73631856
2317x103,OD Immature 1,,BST,BST,BST,2316.749156,102.93534
2323x-18,Excitatory,E-18,BST,BST,BST,2323.146256,-18.4937824
2326x-51,OD Immature 1,,BST,BST,BST,2325.518374,-50.96286385
2329x-6,Inhibitory,I-13,BST,BST,BST,2328.950709,-6.321070271
2332x-15,Inhibitory,I-13,BST,BST,BST,2331.656861,-15.44811654
2330x31,Excitatory,E-12,BST,BST,BST,2330.319661,30.8582181
2158x-35,Excitatory,E-18,PVH,PVH,PVH,2157.610392,-35.27214223
2208x-62,Astrocyte,,PVH,PVH,PVH,2207.528672,-61.98173779
2216x63,Inhibitory,I-1,PVH,PVH,PVH,2216.400891,62.6930191
2267x0,OD Mature 2,,BST,BST,BST,2266.729235,-0.428043245
2263x50,Inhibitory,I-13,BST,BST,BST,2263.115425,49.7702438
2285x28,Excitatory,E-17,BST,BST,BST,2285.181911,28.47301121
2152x29,OD Immature 1,,PVH,PVH,PVH,2151.680444,29.03485638
2164x83,OD Immature 1,,PVH,PVH,PVH,2164.360797,83.03576016
2167x76,OD Immature 1,,PVH,PVH,PVH,2166.953897,76.05369066
2210x-37,Excitatory,E-7,PVH,PVH,PVH,2210.172774,-36.72047564
2229x23,Microglia,,PVH,PVH,PVH,2229.076593,23.27604191
2275x111,Excitatory,E-19,BST,BST,BST,2275.112888,111.1042134
2321x121,Microglia,,BST,BST,BST,2320.939232,121.3808319
2194x-23,Astrocyte,,PVH,PVH,PVH,2193.504224,-22.57220962
2217x-1,Endothelial 1,,PVH,PVH,PVH,2216.897075,-0.570174032
2286x86,Excitatory,E-7,BST,BST,BST,2286.445194,86.3481215
2305x77,Inhibitory,I-2,BST,BST,BST,2304.569591,77.31732418
2310x111,Excitatory,E-16,BST,BST,BST,2309.565051,110.5658327
2174x120,OD Mature 2,,PVH,PVH,PVH,2173.776885,120.0086322
2193x86,Astrocyte,,PVH,PVH,PVH,2192.716349,85.72743655
2300x43,Inhibitory,I-1,BST,BST,BST,2299.873872,43.36784744
2320x51,OD Immature 1,,BST,BST,BST,2319.925457,50.57612932
2328x75,Excitatory,E-16,BST,BST,BST,2328.017311,75.11349809
2151x-109,Astrocyte,,MPN,MPN,MPN,2151.007892,-109.2649761
2158x-197,Inhibitory,I-7,MPN,MPN,MPN,2158.195603,-196.60991
2161x-86,Inhibitory,I-15,PVH,PVH,PVH,2160.89051,-86.26815436
2161x-111,Astrocyte,,MPN,MPN,MPN,2161.06507,-110.9285799
2162x-156,Excitatory,E-12,MPN,MPN,MPN,2162.195154,-155.8592543
2166x-107,Inhibitory,I-14,MPN,MPN,MPN,2166.250112,-107.2387592
2169x-161,Inhibitory,I-14,MPN,MPN,MPN,2168.798306,-160.7755089
2167x-199,Inhibitory,I-15,MPN,MPN,MPN,2167.474602,-199.2334567
2170x-258,Excitatory,E-12,MPN,MPN,MPN,2170.136386,-258.3165518
2170x-169,Excitatory,E-7,MPN,MPN,MPN,2169.554521,-168.6714539
2173x-226,Inhibitory,I-7,MPN,MPN,MPN,2173.212363,-226.4159776
2180x-145,Excitatory,E-18,MPN,MPN,MPN,2180.24138,-145.0943425
2183x-122,Inhibitory,I-15,MPN,MPN,MPN,2183.11691,-121.7972448
2188x-220,Astrocyte,,MPN,MPN,MPN,2187.500803,-219.9970549
2192x-171,Inhibitory,I-14,MPN,MPN,MPN,2192.093145,-170.5983635
